Virtual,Offset,loc,Import,Imports,var,Forwarder,UINT,LONG,BOOL,WORD,BYTES,large,short,dd,db,dw,XREF,ptr,DATA,FUNCTION,extrn,byte,word,dword,char,DWORD,stdcall,arg,locret,asc,align,WinMain,unk,cookie,off,nullsub,DllEntryPoint,System32,dll,CHUNK,BASS,HMENU,DLL,LPWSTR,void,HRESULT,HDC,LRESULT,HANDLE,HWND,LPSTR,int,HLOCAL,FARPROC,ATOM,HMODULE,WPARAM,HGLOBAL,entry,rva,COLLAPSED,config,exe,Software,CurrentVersion,__imp_,INT_PTR,UINT_PTR,---Seperator,PCCTL_CONTEXT,__IMPORT_,INTERNET_STATUS_CALLBACK,.rdata:,.data:,.text:,case,installdir,market,microsoft,policies,proc,scrollwindow,search,trap,visualc,___security_cookie,assume,callvirtualalloc,exportedentry,hardware,hkey_current_user,hkey_local_machine,sp-analysisfailed,unableto
17,7,474,5,0,936,0,2,2,4,7,3,18,5,41385,4161,740,43,94,15,0,0,7,1,0,0,0,14,13,0,0,326,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,104033,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
16,9,1611,11,0,637,3,18,3,32,19,69,2,1,750,1227499,2158,254,7,2,6,0,134,0,0,9,0,30,105,0,0,173,6,7,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,201,6919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3,19597,12,0,5881,3,30,7,31,29,46,87,18,6865,16344,11216,2867,1307,2,38,0,1225,17,0,45,0,23,3784,0,65,1334,0,686,53,2450,0,6,0,3,0,0,0,0,0,0,0,0,0,3,0,8,90,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,241,933,76575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,139,16,0,32,4,7,2,8,9,2,0,0,358,1086,144,73,0,2,0,0,0,0,0,0,0,11,0,0,0,63,0,31,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,40,1291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,29,16,0,19,4,9,0,6,9,2,0,0,249,1064,119,106,0,2,0,2,0,0,0,0,0,8,0,0,1,51,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,24,1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,116,1020,28,0,788,7,21,6,62,37,208,15,1,749,2302994,784,204,31,4,0,0,18,15,0,51,0,62,135,0,0,326,50,25,1,46,0,0,0,3,0,0,0,1,0,65,0,0,0,2,1,1,46,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,66,78,3480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,7,4449,26,0,762,7,21,5,48,33,43,114,0,1679,5280,2978,1491,320,2,40,0,14,7,0,54,0,108,992,0,0,371,0,142,5,608,1,2,0,8,0,0,0,3,0,114,0,0,0,0,0,3,126,0,0,0,1,0,0,10,0,0,0,1,0,0,12,0,0,0,0,0,0,365,50,24474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,137,16,0,34,4,8,0,9,8,2,0,0,353,1045,151,74,0,2,0,0,0,0,0,0,0,12,0,0,0,62,0,24,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,34,1336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,115,904,20,0,607,5,21,6,52,31,202,21,5,623,3703735,712,220,37,2,0,0,16,0,0,46,0,62,116,0,0,289,26,32,1,45,0,0,0,3,0,0,0,1,0,58,0,0,0,3,0,0,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39,73,3165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,140,16,0,39,4,9,0,6,9,2,0,0,348,1067,158,74,0,2,0,0,0,0,0,0,0,8,0,0,0,63,0,33,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,42,1341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,168,3089,3,0,668,0,12,3,20,23,615,16,19,1000,892499,1002,415,395,2,0,0,6,15,0,127,0,42,216,0,2,491,13,91,1,42,0,0,0,3,0,0,0,1,0,88,0,0,0,1,1,0,41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,377,129,11153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,7,815,16,0,1600,4,37,9,90,20,2,0,0,6498,24160,2717,66,27,7,0,0,3,9,0,0,0,46,288,0,0,144,0,7,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,4,0,0,0,0,0,0,0,0,0,0,60,4471,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,283518,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
6,4,1678,3,0,7,0,5,2,11,6,1,2,1,745,75372,218,4,22,2,0,1,0,0,0,0,0,8,3,0,0,7,0,1,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,11,6059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,115,823,11,0,511,3,21,6,44,27,202,18,3,548,2599535,575,208,40,2,0,0,5,1,0,44,0,58,116,0,0,256,11,16,1,29,0,0,0,3,0,0,0,1,0,58,0,0,0,1,1,0,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35,73,2841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,3,726,23,0,601,6,2,1,22,13,7,0,6,7982,576,217,60,23,2,0,0,0,2,0,6,0,15,0,0,0,50,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,15,3214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,23,577,23,0,245,6,4,3,6,7,166,13,4,727,4766,497,393,53,2,4,0,1,6,0,103,0,37,103,0,0,168,0,31,26,49,0,3,0,98,0,0,0,0,0,72,0,0,0,0,2,1,259,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,65,29,3065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,516,20,0,1399,5,8,4,31,6,17,1,7,3265,17664,1160,80,30,2,10,0,3,0,0,0,0,18,48,0,0,64,3,2,0,88,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41,1954,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,677,28,0,818,7,6,4,9,6,31,1,5,824,29879,378,93,69,2,58,0,34,0,0,1,0,22,141,0,0,49,0,6,0,8,0,3,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,160,20,2864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,4,14,4,0,0,0,5,0,14,8,2,0,0,136,2370,4,57,2,3,0,0,0,1,0,0,0,17,0,0,0,28,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,11,1067,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,4,13,4,0,0,0,2,1,15,5,16,0,0,132,2384,4,43,2,3,0,0,0,0,0,0,0,14,0,0,0,78,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,11,881,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6,3,31,16,0,42,4,2,0,11,8,2,0,0,274,784803,187,194,1,2,0,0,1,0,0,0,0,10,0,0,0,75,0,30,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,16,30,2609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,87,616,12,0,348,3,13,3,24,17,201,0,14,520,2455040,374,200,158,2,0,0,16,18,0,25,0,20,160,0,0,223,16,90,1,23,0,0,0,3,0,0,0,1,0,1,0,0,0,2,1,0,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26,70,2431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,3,957,15,0,245,4,18,1,20,24,66,0,1,491,1210506,1355,212,7,2,0,0,52,0,0,9,0,32,85,0,0,146,7,4,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,147,4213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,168,2693,4,0,352,0,15,3,25,25,569,16,7,724,876453,739,342,342,2,0,0,8,1,0,123,0,60,124,0,2,404,9,56,1,28,0,0,0,3,0,0,0,1,0,69,0,0,0,1,0,0,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,64,238,8739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,3,53,3,0,2,1,1,0,0,0,1,0,0,5900,5,9,2,3,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0
3,3,21,16,0,23,4,9,0,6,9,2,0,0,253,1058,119,102,0,2,0,2,0,0,0,0,0,8,0,0,1,46,0,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,26,1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,4,16,4,0,0,0,5,0,14,8,2,0,0,137,2370,4,57,2,3,0,0,0,1,0,0,0,17,0,0,0,38,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,11,1266,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6,6,516,20,0,1576,5,4,3,27,4,20,1,13,3201,4442,1506,61,24,2,14,0,3,0,0,0,0,19,48,0,0,52,1,1,0,6,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41,1897,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23,111,466,4,0,328,1,11,3,12,15,166,3,1,552,233280,260,182,13,2,0,0,1,0,0,35,0,18,51,0,0,227,2,9,3,16,0,0,0,2,0,0,0,1,0,13,0,0,0,1,0,0,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36,55,1118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5,4913,341,0,3138,6,34,12,21,18,8,7,1,686,1122,2018,254,219,8,4,0,11,2,0,67,0,118,865,0,11,197,0,4,106,186,0,2,0,3,0,0,0,8,0,3,0,0,0,1,0,2,345,2,0,0,2,0,0,7,0,0,0,1,0,0,507,0,0,0,0,0,0,0,64,17299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,88,612,31,0,344,8,36,6,73,52,165,0,7,115967,52415,793,149,43,4,0,0,22,7,0,28,0,82,76,0,0,413,14,5,1,20,0,0,0,3,0,0,0,1,0,3,0,0,0,3,1,1,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37,67,2269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,48,16,0,40,4,2,0,8,9,1,0,0,288,784380,187,206,1,2,0,0,1,0,0,0,0,12,2,0,0,80,0,38,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,33,2927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1328,12,0,597,3,0,1,3,1,15,4,0,853,48016,310,41,35,2,24,0,11,0,0,2,0,3,59,0,0,25,0,2,0,6,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,29,18,3320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4,13,4,0,0,0,3,0,16,2,17,0,0,134,2384,4,44,1,3,0,0,0,0,0,0,0,17,0,0,0,73,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,11,886,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,40,16,0,39,4,9,0,9,7,2,0,0,186,2837,187,103,0,3,0,2,0,0,0,0,0,12,0,0,1,109,0,38,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,32,43,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,23,1384,22,0,364,6,3,3,9,14,26,12,0,740,5840,906,389,157,2,6,0,7,11,0,26,0,27,394,0,0,313,0,33,21,60,0,3,0,10,0,0,0,1,0,51,0,0,0,0,0,0,62,0,0,0,2,0,0,4,0,0,0,4,0,0,11,0,0,0,0,0,0,81,57,7438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,134,16,0,34,4,7,0,11,7,2,0,0,349,1011,168,74,0,2,0,0,0,0,0,0,0,12,0,0,0,58,0,26,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,36,1348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,28,16,0,27,4,7,0,10,8,2,0,0,262,1048,193,91,1,2,0,0,0,0,0,0,0,7,13,0,0,84,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,34,1533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,4,230,10,0,275,0,13,4,17,19,4,2,1,41754,25988,4455,11,180,15,4,0,1,1,0,0,0,28,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
20,5,1853,15,0,522,4,34,5,94,25,13,0,0,1035,157172,2831,330,1,3,6,0,185,0,0,47,0,41,44,0,0,386,15,7,0,696,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,1,69,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,38,77,9353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,116,949,16,0,445,4,15,5,35,20,203,12,6,104876,10319,866,234,118,2,0,0,3,0,0,51,0,44,147,0,0,263,20,55,1,41,0,0,0,3,0,0,0,1,0,53,0,0,0,2,1,0,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,42,83,4179,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
17,88,1040,24,0,445,6,28,6,53,34,196,0,17,90555,48384,610,232,157,4,0,0,34,5,0,26,0,61,193,0,0,311,16,89,1,19,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33,72,4864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,63,16,0,47,4,7,0,13,7,2,0,0,365,1043,146,79,0,2,0,0,0,0,0,0,0,10,0,0,0,62,0,24,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,40,1333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,168,3093,2,0,669,0,12,3,20,22,615,16,19,987,892736,989,406,393,3,0,0,6,15,0,128,0,39,216,0,2,476,12,85,1,34,0,0,0,3,0,0,0,1,0,83,0,0,0,1,1,0,41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,365,127,11060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,6,16,0,22,4,8,0,7,9,2,0,0,212,1044,113,92,0,2,0,2,0,0,0,0,0,8,0,0,1,41,0,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,23,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,116,852,20,0,417,5,25,6,52,40,203,21,6,707,2973147,795,237,39,4,0,0,11,1,0,44,0,70,116,0,0,380,24,28,1,41,0,0,0,2,0,0,0,1,0,53,0,0,0,2,0,1,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,44,78,2933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,8,2657,24,0,734,6,29,6,98,37,18,0,2,1214,169580,3929,376,3,2,14,0,220,0,0,58,0,53,81,0,15,466,12,8,0,759,0,0,0,0,0,0,0,0,0,27,0,0,0,1,0,1,55,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,53,91,12682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,19,12906,34,0,5812,9,19,7,7,20,23,109,2081,3640,8887,4008,1679,672,20,2,0,23,199,0,386,0,150,2398,0,146,502,0,14,86,882,0,0,0,10,0,0,0,0,0,1036,0,0,0,1,0,0,1930,0,1,0,1,0,0,6,0,0,0,2,0,0,553,0,0,0,0,0,0,0,68,47987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,33,16,0,33,4,5,0,11,9,2,0,0,264,1056,172,56,0,2,0,0,0,0,0,0,0,12,0,0,0,64,0,25,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,35,1197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,168,3101,3,0,668,0,12,3,20,22,615,16,20,987,892704,995,414,395,2,0,0,6,15,0,129,0,40,219,0,2,496,17,88,1,34,0,0,0,3,0,0,0,1,0,83,0,0,0,1,1,0,41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,388,127,11318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,501,16,0,1533,4,2,2,13,10,11,1,7,3194,16788,1388,77,22,2,4,0,3,0,0,0,0,10,48,0,0,49,1,1,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40,1868,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12,147,2098,32,0,2123,8,14,5,38,31,257,7,5,1174,25489,1010,400,184,3,2,0,17,15,0,137,0,42,285,0,13,498,1,14,48,169,0,0,0,2,0,0,0,1,3,71,0,0,0,3,0,20,122,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,90,90,208338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,115,1433,15,0,726,4,12,3,12,18,205,53,1,710,924446,715,234,235,2,2,0,11,0,0,56,0,36,249,0,0,310,35,60,1,62,3,0,0,3,0,0,0,1,0,86,0,0,0,1,1,0,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,52,92,5787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,5,1957,3,0,1928,0,4,1,1,1,38,1,2,295,742,330,149,138,1,0,0,7,0,0,13,0,4,185,0,0,246,0,6,0,70,0,3,0,2,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,11,0,0,1,1,0,0,0,0,0,0,0,0,0,23,13,6248,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
6,6,572,20,0,1574,5,4,3,27,4,12,1,16,3006,5887,1520,80,32,2,2,0,3,0,0,0,0,19,48,0,0,61,1,1,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41,2076,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,192000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
3,3,40,16,0,57,4,9,0,9,7,2,0,0,185,2828,190,102,0,3,0,2,0,0,0,0,0,12,0,0,1,102,0,42,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,32,46,2041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,3,1902,12,0,498,3,19,5,30,12,66,0,1,772,1171657,2649,247,5,2,0,0,107,0,0,10,0,24,146,0,0,179,5,9,0,417,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,211,8043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,136,16,0,30,4,7,0,8,8,2,0,0,358,1087,160,73,0,2,0,0,0,0,0,0,0,9,0,0,0,64,0,26,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,37,1308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,6,931,5,0,171,0,19,0,17,9,55,0,13,273,718591,1205,298,18,2,104,4,48,4,0,9,0,16,353,0,0,21,0,111,0,287,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,98,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,10859,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
16,6,2523,24,0,919,6,79,8,118,54,13,0,1,1334,1389109,3871,467,16,2,4,0,463,0,0,31,0,89,76,0,0,469,28,6,0,1039,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,1,44,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,51,111,12913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,613,5,0,887,0,0,0,0,0,9,0,0,528,12450,193,81,35,15,2,0,15,4,0,0,0,0,34,0,10,110,0,1,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
14,5,229,7,0,73,0,12,7,20,9,13,18,7,690,106940,393,171,81,2,18,2,0,1,0,0,0,19,34,0,1,13,0,56,0,24,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,3483,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
3,3,16,16,0,18,4,9,0,6,9,2,0,0,249,1050,128,105,0,2,0,2,0,0,0,0,0,8,0,0,1,47,0,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,26,982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,61,9484,23,0,2380,6,23,6,25,25,11,158,0,3867,6536,4185,2239,399,2,8,0,38,6,0,1089,0,53,2775,0,2,1106,0,82,0,1112,0,4,0,3,0,0,0,0,0,495,0,0,0,2,15,9,2819,0,0,0,0,0,0,684,6,0,0,1,0,0,0,0,0,0,0,0,0,247,189,49752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,3,1550,12,0,392,3,13,3,26,15,66,0,1,699,1202761,1993,196,11,8,1,0,106,0,0,9,0,17,98,0,0,133,6,4,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,19,160,6677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,115,3841,4,0,1262,1,27,7,17,22,16,12,0,965,6378,1215,450,258,2,16,0,14,11,0,14,0,18,517,0,1,289,0,41,43,146,1,0,0,2,0,0,0,1,2,0,0,0,0,3,0,2,62,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,38,86,13088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,36,16,0,39,4,4,0,11,7,2,0,0,253,1062,251,59,0,2,0,0,0,0,0,0,0,10,0,0,0,68,0,28,0,82,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,39,1160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
