byte_filesize,byte_offset
132247,4198400
588812,4198400
1928559,4198400
558013,2083917824
222935,4198400
268080,4198400
1639644,4198400
191780,4198400
1973181,4198400
2801723,4198400
1973059,4198400
1488520,4198400
3092965,4198400
277438,4198400
1559943,4198400
501792,268439552
1559200,4198400
136827,4198400
1760420,4198400
621337,4198400
817305,4198400
1492749,4198400
2736873,4198400
1558762,4198400
458141,1120604160
1381743,4198400
185322,4198400
624662,4198400
1559610,4198400
1103939,4198400
845276,4198400
1559870,4198400
1892762,4198400
167094,1368920064
123905,4198400
107143,4198400
136306,4198400
1492058,4198400
28024,4198400
1115289,4198400
894163,4198400
1553329,4198400
237397,1831407616
235317,4198400
375600,4198400
1639698,4198400
1561753,4198400
2330058,4198400
1715998,4198400
240027,4198400
271995,4198400
1492590,4198400
1488610,4198400
2431771,4198400
126311,4198400
1557363,4198400
131831,4198400
1105745,1828716544
1635073,4198400
1667722,4198400
1639483,4198400
1195652,4198400
267027,4198400
293298,4198400
1557047,4198400
145743,268435456
1560477,4198400
3088226,4198400
714639,2014515200
1560672,4198400
1105124,4198400
1558630,4198400
746421,4198400
1492021,4198400
1560987,4198400
1744786,4198400
2290937,4198400
1745125,4198400
835124,4198400
1768599,4198400
1561293,4198400
2589592,4198400
571675,4198400
492298,1732841472
175628,4198400
1123531,4198400
2839857,2080772096
139419,4198400
1553051,4198400
1133377,4198400
181447,268439552
246749,4198400
1488080,4198400
2484685,4198400
1202082,4198400
2033726,4198400
2168054,4198400
294612,4198400
490420,268439552
1558911,4198400
29300,4198400
349357,1835667456
1559197,4198400
124976,4198400
122864,4198400
826169,4198400
243462,4198400
1561815,4198400
309709,4198400
1492432,4198400
136570,4198400
1561010,4198400
602762,4198400
2355908,4198400
1764343,4198400
812273,4198400
486428,268439552
360016,268439552
1560507,4198400
164964,1845760000
1537371,4198400
801460,4198400
1560790,4198400
237213,4198400
1491587,4198400
477819,4198400
2210289,4198400
1558812,4198400
2737036,4198400
419158,4194304
258758,4198400
1639944,4198400
242274,4198400
1141770,4198400
1985606,4198400
1613882,4198400
1492159,4198400
261378,4198400
816785,4198400
1560503,4198400
622995,4198400
145231,339742720
193739,268439552
1560859,4198400
1559983,4198400
1409607,4198400
250345,4198400
2425412,4198400
1561339,4198400
237767,4198400
148689,339742720
1553247,4198400
1560829,4198400
1555612,4198400
1560598,4198400
1492282,4198400
358615,268439552
139514,4198400
2015083,4198400
1708897,4198400
212983,4198400
891816,4198400
418482,4198400
741853,4198400
1538356,4198400
1560908,4198400
2736894,4198400
162842,268439552
132194,4198400
960489,4198400
258157,4198400
118544,4198400
196558,4198400
248518,4198400
84659,4198400
1558287,4198400
1561539,4198400
2736911,4198400
1643716,4198400
486669,268439552
325495,4198400
405583,4198400
129461,4198400
2051931,4198400
3442945,4198400
1131125,4198400
248547,4198400
1675197,4198400
216282,4198400
1558706,4198400
1143110,4198400
2236882,4198400
167200,1781010432
237944,4198400
260060,4198400
246362,4198400
143274,4198400
1553844,4198400
259575,268439552
549628,268439552
1553300,4198400
143448,268439552
1560908,4198400
158204,268439552
1201767,4198400
2372105,4198400
1223507,4198400
2736196,4198400
500551,268439552
645388,4198400
126510,4198400
1759212,4198400
203927,4198400
166547,4194304
1639841,4198400
154935,268439552
2168497,4198400
1317155,4198400
1039249,4198400
1978828,4198400
1492175,4198400
643860,4198400
1492935,4198400
2736931,4198400
336732,268439552
3533254,4198400
145118,268439552
125672,4198400
1132496,4198400
1561567,4198400
128442,4132864
2315038,4198400
1505477,4198400
379519,268439552
1491876,4198400
258239,4198400
3384455,4198400
166810,1681395712
145665,4198400
2353169,4198400
1994336,4198400
260367,4198400
1639589,4198400
221774,4198400
1557250,4198400
32054,4198400
131456,4198400
1558259,4198400
1553301,4198400
154674,4198400
135623,268439552
1561146,4198400
1146729,4198400
1558218,4198400
1558847,4198400
2465628,4198400
1286535,4198400
1987801,4198400
1114992,4198400
1129593,4198400
1831971,4198400
1700249,4198400
243505,1856966656
1339249,268439552
1740597,4198400
1732099,4198400
172739,1609170944
189973,1864896512
1491871,4198400
843546,4198400
1561290,4198400
814103,4198400
1279520,268439552
2735112,4198400
1742760,4198400
3072801,4198400
155489,4198400
288151,4198400
1935869,4198400
1561037,4198400
1553144,4198400
689099,4198400
760493,268439552
1867844,4198400
819284,4198400
1559356,4198400
791697,4198400
121211,4198400
1948324,4198400
2737263,4198400
123516,4198400
53218,268439552
139038,4198400
1128889,4198400
2012836,4198400
248011,4198400
1545188,4198400
1559005,4198400
1703767,4198400
124194,4198400
150378,4198400
1905535,4198400
1561265,4198400
140492,4198400
1834280,4198400
647673,4198400
237737,4198400
1560916,4198400
1556393,4198400
247735,4198400
3000996,4198400
125000,4198400
2737130,4198400
741860,4198400
1774233,4198400
1691760,4198400
486853,2084179968
2733354,4198400
2737169,4198400
1556130,4198400
2262505,4198400
2736327,4198400
1560694,4198400
2494606,4198400
134388,4198400
289201,16781312
139197,4198400
1639593,4198400
54013,268439552
160162,268439552
1774151,4198400
222066,4198400
614280,4198400
154167,4198400
1561427,4198400
180571,4198400
492277,268439552
1770198,4198400
443673,1946554368
147031,4198400
138576,268439552
344886,268439552
219017,4198400
893804,16781312
2034222,4198400
1553351,4198400
143464,4198400
820610,4198400
869108,4198400
749880,4198400
195817,1274286080
243792,4198400
2317306,4198400
1561519,4198400
1561078,4198400
173175,1782583296
1559166,4198400
1917420,4198400
219919,4198400
138662,4198400
1769038,4198400
152423,268439552
127391,4198400
1554149,4198400
155585,4198400
1640278,4198400
1559288,4198400
1559181,4198400
1553327,4198400
135691,4198400
1699793,4198400
1560836,4198400
153510,4198400
262746,4198400
271663,4198400
301405,1830227968
1560478,4198400
163158,268439552
153365,184553472
3003306,4198400
126514,4198400
341491,4198400
1560591,4198400
150339,4198400
126839,4198400
1742271,4198400
2035275,4198400
187678,4198400
2068783,4198400
2242041,4198400
1639514,4198400
765056,4198400
1740380,4198400
1557045,4198400
163454,1736445952
209021,4198400
1491759,4198400
256225,4198400
1639615,4198400
35310,4198400
195477,4198400
127423,4198400
204647,4198400
1561558,4198400
1553146,4198400
1559317,4198400
1558338,4198400
1689757,4198400
2678984,4198400
164350,4198400
793169,4198400
1492170,4198400
1561627,4198400
59863,268439552
248241,4198400
236527,4198400
1664035,4198400
1663353,4198400
692921,4198400
1777746,4198400
129938,4198400
1559661,4198400
1761588,4198400
122715,268439552
579654,4198400
2737786,4198400
1744882,4198400
499861,268439552
712633,4198400
443786,4198400
493476,268439552
1559736,4198400
199608,1663041536
317962,268439552
1559869,4198400
251421,268439552
242872,4198400
1560971,4198400
1654241,4198400
1554154,4198400
200488,4198400
179974,1588858880
1492305,4198400
222324,4198400
126455,4198400
1012115,4198400
1105116,4198400
270202,4198400
1639919,4198400
1559033,4198400
643914,4198400
167601,1737756672
268755,4198400
146719,4198400
103878,4198400
113722,4198400
1559666,4198400
1553095,4198400
246996,4198400
3583624,4198400
1791240,4198400
1739566,4198400
249624,4198400
833486,4198400
1142556,4198400
1202123,4198400
144508,4198400
530004,4198400
218670,4198400
180859,4198400
1100428,4198400
177149,535298048
1559520,4198400
231918,1659371520
2616284,4198400
1846180,4198400
1552989,4198400
224471,4198400
139149,4198400
1560954,4198400
351842,268439552
2736000,4198400
182436,4198400
257442,4198400
1557807,4198400
1851871,4198400
176641,268439552
1505388,4198400
1885538,4198400
1560438,4198400
606085,4198400
406959,1306660864
1491775,4198400
1559087,4198400
1647443,4198400
1639702,4198400
2824873,4198400
165989,1687556096
1893979,4198400
258817,4198400
1838746,4198400
253484,4198400
635481,4198400
123708,268439552
221398,4198400
257938,4198400
487089,268439552
1560774,4198400
1534005,4198400
1560264,4198400
176993,268439552
789708,4198400
1791391,4198400
1957776,4198400
2083832,4198400
244727,1623658496
128853,4198400
127195,4198400
1560687,4198400
1560875,4198400
148638,1830752256
1778670,4198400
124731,4198400
694905,4198400
1560619,4198400
1757191,4198400
222310,813699072
212039,4198400
227535,4198400
189149,4198400
124262,4198400
1728713,4198400
1560561,4198400
1561230,4198400
1560212,4198400
1560362,4198400
1560239,4198400
269991,1839988736
159265,1685852160
1908991,4198400
204629,4198400
243007,4198400
1560935,4198400
717401,2014515200
242220,268439552
162340,4198400
157418,268439552
2222788,4198400
1538865,4198400
1489932,4198400
128861,4198400
2322892,4198400
799224,4198400
151664,4198400
495900,268439552
107859,268439552
492168,268439552
261219,4198400
157817,268439552
847949,4198400
139129,4198400
1586843,4198400
140321,4198400
102651,4198400
1559061,4198400
1676683,4198400
201052,1831079936
1492297,4198400
1561158,4198400
815642,4198400
1558412,4198400
1560651,4198400
1559480,4198400
153213,4198400
273849,4198400
1059577,6098944
139492,4198400
1558004,4198400
690558,4198400
1739976,4198400
158452,1655967744
1560813,4198400
273749,4198400
138553,184553472
259295,1834029056
1559006,4198400
451532,2083786752
1852058,4198400
1558506,4198400
1564971,4198400
1639937,4198400
262648,4198400
1100770,4198400
1560578,4198400
1558043,4198400
1561069,4198400
632684,4198400
1764588,4198400
1557308,4198400
357963,4194304
1491967,4198400
1560661,4198400
1560312,4198400
499281,268439552
140104,4198400
281543,268439552
250841,4198400
294053,268439552
1505866,4198400
2737430,4198400
155451,1629097984
219945,4198400
1899443,4198400
189001,1705250816
1561677,4198400
2038128,4198400
311213,4198400
169608,1887965184
625574,4198400
202965,268435456
126773,4198400
215812,4198400
252648,4198400
550514,4198400
887882,268439552
1559266,4198400
2174253,4198400
1560470,4198400
602237,4198400
127031,4198400
1491928,4198400
1786805,4198400
1969134,4198400
288188,1728319488
143850,1830752256
126029,4198400
1576380,4198400
2013261,4198400
262339,1630670848
139774,4198400
2035416,4198400
136090,4198400
1004066,4198400
132305,4198400
1754749,4198400
1560731,4198400
98917,4198400
145157,268439552
1789064,4198400
272098,268439552
1554010,4198400
260007,4198400
114413,4198400
167938,4198400
2737178,4198400
2543974,4198400
501248,268439552
795473,4198400
492997,268439552
1097960,4198400
1777705,4198400
162694,1684279296
680691,4198400
135665,4198400
261567,4198400
1558857,4198400
275133,4198400
180423,4198400
1558406,4198400
1558686,4198400
2381913,4198400
1243971,4198400
196567,4198400
138271,4198400
236778,268439552
1560862,4198400
541233,4198400
1568697,4198400
432192,554700800
463240,4198400
325990,268439552
1103018,4198400
152735,4198400
129039,4198400
132858,4198400
196691,4198400
575182,4198400
155419,4198400
824644,4198400
135820,4198400
1561017,4198400
217191,4198400
271421,1652035584
127869,4198400
1560925,4198400
185907,4198400
781654,4198400
2067543,4198400
134414,4198400
139430,4198400
296923,268439552
54317,268439552
765353,4198400
1674975,4198400
317229,268439552
513122,4198400
1561495,4198400
1558241,4198400
1119601,4198400
1664040,4198400
1786549,4198400
315789,4198400
180950,268439552
2248155,4198400
138829,268439552
141430,4198400
2206911,4198400
1104761,4198400
2736848,4198400
2386666,4198400
1556474,4198400
101867,4198400
391020,268439552
983197,268439552
1965699,4198400
1558177,4198400
1561202,4198400
1505971,4198400
1555782,4198400
122417,4198400
1552893,4198400
1915129,4198400
165345,268439552
123739,4198400
2170936,4198400
107176,4198400
1558798,4198400
98987,4198400
1782428,4198400
2737075,4198400
1789926,4198400
139799,4198400
1561930,4198400
1693189,4198400
1683103,4198400
188675,1687556096
1559128,4198400
197231,4198400
224712,4198400
226114,268439552
832187,4198400
1558787,4198400
1560654,4198400
137834,4198400
1558552,4198400
223716,268435456
197712,268439552
1753882,4198400
1560361,4198400
1892277,4198400
125365,4198400
209799,4198400
269643,4198400
136683,16777216
135177,4198400
269550,4198400
1141751,4198400
254422,1611272192
1492177,4198400
1561243,4198400
1203047,4198400
1370354,4198400
220009,4198400
573206,4198400
495182,268439552
2007241,4198400
1556437,4198400
1505355,4198400
1559353,4198400
1553300,4198400
1100253,4198400
207235,4198400
2066968,4198400
683045,4198400
1558977,4198400
1559641,4198400
167575,268439552
732986,4198400
1513861,4198400
392024,268439552
127154,4198400
618903,4198400
1505476,4198400
361322,16781312
129228,4198400
1558134,4198400
223912,268439552
135831,4198400
378088,1748766720
497758,268439552
521803,4198400
1560695,4198400
258849,4198400
161198,1754075136
1686265,4198400
1560973,4198400
2166607,4198400
1505460,4198400
139857,4198400
1002519,4198400
216655,4198400
108875,4198400
265582,1598099456
236239,268439552
411990,1836584960
1505445,4198400
1418508,4198400
431729,4096
260189,51908608
234502,268439552
247361,4198400
1125501,4198400
492003,268439552
1559110,4198400
140832,4198400
820567,4198400
261148,4198400
1581077,4198400
171107,1929777152
107144,4198400
1117882,4198400
1429965,4198400
192511,4198400
1560542,4198400
1732523,4198400
136253,286199808
1553323,4198400
843020,4198400
1492464,4198400
1790444,4198400
163474,1770786816
987034,4198400
138161,4198400
187546,4198400
1556337,4198400
178698,4198400
1139708,4198400
3475418,4198400
1787626,4198400
1343687,4198400
125693,4198400
180106,1709182976
2030585,4198400
272020,4198400
1560660,4198400
1553566,4198400
1447499,4198400
135714,4198400
1027525,4198400
289411,1862799360
162582,1867780096
1560372,4198400
407616,4198400
1505634,4198400
441711,268439552
393216,1318326272
2819740,4198400
174753,268439552
2560497,4198400
1559123,4198400
127165,4198400
1816516,4198400
1559142,4198400
1559133,4198400
226817,4198400
195565,4198400
1100715,4198400
135969,4198400
1561631,4198400
128149,4132864
224006,4198400
289599,268439552
1505813,4198400
138989,4198400
2737851,4198400
1558321,4198400
1142588,4198400
1426746,4198400
645085,4198400
124466,4198400
2002625,4198400
137068,4198400
232891,4198400
562596,4198400
1561235,4198400
1560955,4198400
1136356,4198400
293736,4198400
1558080,4198400
3448865,4198400
1092314,4198400
167918,4198400
652410,4198400
272839,535498752
1561986,4198400
815537,4198400
526852,1690046464
837859,4198400
1789052,4198400
219993,4198400
2734507,4198400
222988,4198400
103950,4198400
2433690,4198400
814981,4198400
192240,1892159488
1553571,4198400
2874894,4198400
404287,268439552
496321,268439552
1492355,4198400
159348,1771835392
1740442,4198400
1660950,4198400
1124995,4198400
1560045,4198400
205180,268439552
1516133,4198400
2736211,4198400
1553039,4198400
1560749,4198400
2735264,4198400
1208995,4198400
1561656,4198400
215136,4198400
195080,268439552
227174,4198400
181502,4198400
1665100,4198400
1870636,4198400
1193362,4198400
2735272,4198400
643818,4198400
1553603,4198400
142104,16781312
1110625,4198400
1561105,4198400
129433,4198400
1833041,4198400
1557637,4198400
262373,4198400
1908899,4198400
123973,4198400
1649294,4198400
89940,4198400
1132482,4198400
1491670,4198400
209778,4198400
221877,4198400
263257,4198400
206050,4198400
1095985,4198400
1079413,2016284672
247590,4198400
1540860,4198400
1639755,4198400
1553406,4198400
1750576,4198400
1559744,4198400
1788018,4198400
2056298,4198400
2736579,4198400
271707,4198400
55976,268439552
1561576,4198400
136300,4198400
1129575,4198400
637748,4198400
141114,4198400
1560548,4198400
1558426,4198400
1553307,4198400
226406,4198400
135183,4198400
252190,268439552
251573,4198400
1560881,4198400
221822,16781312
1558912,4198400
428410,4198400
290637,268439552
252423,4198400
1561192,4198400
149120,4198400
1559192,4198400
1207294,4198400
503158,268439552
1745725,4198400
1561112,4198400
2737817,4198400
814849,4198400
1558971,4198400
260142,4198400
673201,4198400
60036,268439552
1560939,4198400
137961,4198400
1560657,4198400
132905,4198400
132807,4198400
208045,4198400
1560817,4198400
1180134,4198400
383857,268439552
123530,4198400
226421,4198400
139544,4198400
1553219,4198400
1981329,4198400
799208,4198400
1556187,4198400
1335282,1613959168
1560965,4198400
197964,268439552
107163,4198400
1684813,4198400
802017,4198400
1492107,4198400
383016,268439552
628874,4198400
275003,268435456
2481261,4198400
1801408,4198400
342550,4198400
187022,4198400
1492277,4198400
58512,268439552
488430,268439552
2735919,4198400
182728,4198400
265491,4198400
126868,4198400
663079,4198400
223519,4198400
1530509,4198400
1561688,4198400
259618,268439552
761028,4198400
200105,268435456
418124,4198400
814707,4198400
220857,4198400
1802482,4198400
1561329,4198400
143376,1159663616
200605,268439552
1560769,4198400
203977,1828982784
1558532,4198400
305319,4198400
1581803,4198400
224560,4198400
122091,268439552
216326,4198400
159135,4198400
1558980,4198400
140513,4198400
285109,4198400
1505515,4198400
283452,1298464768
1560844,4198400
1561632,4198400
1561211,4198400
258159,4198400
1567437,4198400
1489397,4198400
124178,4198400
123953,4198400
118245,4198400
1639495,4198400
1108497,4198400
1606708,4198400
741131,4198400
1913152,4198400
1558458,4198400
1505431,4198400
1111951,4198400
636644,4198400
1687272,4198400
2737111,4198400
1197948,4198400
964346,4198400
948774,4198400
1561439,4198400
1560719,4198400
1561049,4198400
2734978,4198400
137809,4198400
1557852,4198400
357273,268439552
175003,268439552
218969,4198400
2737367,4198400
487603,268439552
1833033,4198400
1559785,4198400
1560714,4198400
209654,4198400
138027,4198400
161919,535302144
1056312,6033408
684400,4198400
1133496,4198400
1557038,4198400
1915207,4198400
138572,4198400
124808,4198400
1640081,4198400
830106,1575161856
1561805,4198400
2093691,4198400
818606,4198400
1560465,4198400
1401784,4198400
1544870,4198400
1164920,2082803712
2561407,4198400
1505166,4198400
3102450,4198400
1499497,4198400
1489916,4198400
2106782,4198400
257885,4198400
176371,268435456
560742,4198400
263929,1303642112
139764,4198400
205438,268439552
134143,1817972736
380897,4198400
2131959,4198400
1901357,4198400
253876,4198400
280540,4198400
1560561,4198400
1561492,4198400
180165,4198400
222623,1593315328
1639794,4198400
1783640,4198400
225422,4198400
2735692,4198400
2184589,4198400
1553249,4198400
2160187,4198400
1557110,4198400
1562871,4198400
1561662,4198400
1746046,4198400
1960145,4198400
600189,1306595328
295516,1694240768
1560526,4198400
2737710,4198400
295737,268439552
168582,4198400
1921764,4198400
1353418,4096
166535,34607104
1489589,4198400
238876,4194304
2737048,4198400
486159,268439552
1731528,4198400
131390,4198400
1488617,4198400
694930,4198400
682027,268439552
1698954,1739460608
1559571,4198400
419724,4194304
1662381,4198400
1489909,4198400
2040023,4198400
1553384,4198400
207270,268439552
178327,1993019392
257922,4198400
1505955,4198400
205287,268439552
278494,4198400
1561401,4198400
146777,268439552
136684,268439552
1763371,4198400
779637,4198400
1558973,4198400
1489393,4198400
3343368,4198400
204848,1871450112
2211542,4198400
263529,4198400
1279004,4198400
1727220,4198400
1560538,4198400
261998,4198400
79690,4198400
623990,1733562368
1492596,4198400
258080,4198400
196971,4198400
1561544,4198400
1639785,4198400
1492165,4198400
236399,1610616832
90692,268439552
529092,4198400
169413,4198400
140635,4198400
1131099,4198400
139513,4198400
1557281,4198400
139591,4198400
1400648,4198400
141540,4198400
197883,1863323648
189804,1276383232
263318,268439552
1559382,4198400
225527,4198400
1781589,4198400
1868101,4198400
180820,4198400
222522,4198400
836526,4198400
1776446,4198400
139709,4198400
391209,268439552
1395753,579866624
143901,4198400
184616,4198400
161882,4198400
992627,4198400
1553282,4198400
134987,4198400
1105012,4198400
1067672,4198400
197423,4198400
192383,4198400
219261,4198400
123991,4198400
148825,268439552
1560513,4198400
95089,4198400
123470,4198400
139868,4198400
1561907,4198400
1492010,4198400
2736026,4198400
212535,1826557952
121278,4198400
646085,268439552
1560603,4198400
139577,4198400
136127,4198400
139846,4198400
144507,4198400
236698,4198400
1560680,4198400
137668,4198400
245562,4198400
266524,16781312
1560362,4198400
138063,4198400
2737610,4198400
218195,4198400
1743710,4198400
1506109,4198400
797067,268439552
191103,1722552320
1489700,4198400
1558738,4198400
348222,1819611136
498877,268439552
151214,268439552
640368,4198400
49993,4198400
726421,4198400
151475,4198400
1092133,4198400
830363,4198400
1114746,4198400
260258,4198400
140464,4198400
233306,4198400
1420397,4198400
136409,4198400
152809,4096
2733478,4198400
61209,4198400
62792,268439552
531173,4198400
422655,4001792
1639705,4198400
1559474,4198400
115139,4198400
1556226,4198400
1559088,4198400
1557599,4198400
1559240,4198400
1560350,4198400
166189,268439552
141532,4198400
1505259,4198400
348929,282988544
133874,268439552
1556730,4198400
1492050,4198400
1552967,4198400
171346,268439552
1561311,4198400
1148629,4198400
1556599,4198400
203430,4198400
282667,268439552
1560534,4198400
135276,4198400
520168,268439552
195963,1732513792
139689,4198400
3592808,4198400
1553279,4198400
2735981,4198400
155111,268439552
1556346,4198400
1113614,4198400
178303,4198400
258170,4198400
252190,4198400
1561780,4198400
2733302,4198400
1285975,4198400
1489496,4198400
254687,4198400
1492419,4198400
182145,4198400
3031381,4198400
177290,4198400
268619,4198400
2191529,4198400
136902,4198400
287720,268439552
1560651,4198400
612945,16781312
163595,1894518784
217442,1829769216
3532450,4198400
2118541,4198400
496865,268439552
692389,268439552
1658672,4198400
501245,268439552
2737190,4198400
1149361,4198400
667652,4198400
134848,268439552
1561090,4198400
982498,4198400
1559226,4198400
2101930,4198400
2736233,4198400
1491372,4198400
260490,4198400
140944,268439552
1490007,4198400
1561728,4198400
1855064,4198400
1492115,4198400
303822,4198400
1558416,4198400
1446044,4198400
169528,1631457280
244880,1598357504
457689,4198400
132827,4198400
174521,268439552
1492364,4198400
619536,4198400
2068326,4198400
335543,1733496832
1492409,4198400
488861,4198400
137904,4198400
835907,4198400
1971920,4198400
120226,4198400
1639659,4198400
1556707,4198400
495430,268439552
1572589,4198400
1559102,4198400
258913,4198400
1505121,4198400
1491888,4198400
1819976,4198400
713029,4198400
1555886,4198400
171834,1616314368
1560587,4198400
270459,4198400
2034674,4198400
1561558,4198400
1112074,4198400
257929,4198400
1069632,4198400
192842,4198400
1553368,4198400
205417,4198400
132150,4198400
3549039,4198400
1616488,4198400
107197,4198400
182659,16781312
246591,4198400
135023,4198400
123834,4198400
1059041,1389563904
2160591,4198400
265672,4198400
149156,268439552
2147854,4198400
1560639,4198400
157366,268439552
148793,1830752256
497022,268439552
1639905,4198400
124688,4198400
1280039,4198400
1120134,1828720640
633377,4198400
1559988,4198400
122257,4198400
147578,1687752704
136569,4198400
1561071,4198400
261887,4198400
1553082,4198400
1505825,4198400
1560533,4198400
2085134,4198400
1560757,4198400
136067,4198400
138886,4198400
645042,16781312
276652,4198400
1133548,4198400
1841841,4198400
1561616,4198400
1134836,4198400
567345,268439552
1559137,4198400
194539,4198400
1791141,4198400
2349812,4198400
162584,1772097536
1639739,4198400
1492261,4198400
1102567,268439552
1556161,4198400
1200192,4198400
1199150,4198400
1560849,4198400
1639613,4198400
149487,1529286656
301808,4198400
1303483,4198400
1662338,4198400
1231278,4096
1598273,4198400
1792293,4198400
1553054,4198400
261987,1734348800
150192,4198400
1891334,4198400
983264,268439552
2736075,4198400
167980,4198400
141250,268439552
218604,4198400
1259114,4198400
254568,4198400
209737,4198400
1120070,4198400
1473103,4198400
1651501,4198400
1560331,4198400
122510,4198400
1758646,4198400
2736172,4198400
1559476,4198400
1638958,4198400
1168129,4198400
1075298,4198400
497563,268439552
125001,4198400
1977370,4198400
128729,4198400
1555595,4198400
1561544,4198400
1639435,4198400
1560812,4198400
1561162,4198400
205538,1929973760
164681,4198400
317536,4198400
242784,4198400
178971,4198400
1639753,4198400
258317,4198400
1560369,4198400
2892838,4198400
230998,4198400
1581613,4198400
1559527,4198400
1961548,4198400
1694088,4198400
1505553,4198400
422446,4198400
1560629,4198400
205778,268439552
1560742,4198400
1777642,4198400
448041,268439552
1560354,4198400
1639844,4198400
676013,268439552
787712,4198400
3231468,4198400
259726,4198400
208471,4198400
1561726,4198400
1639855,4198400
2182153,4198400
2735220,4198400
121371,268439552
1131598,4198400
182806,4198400
1553111,4198400
1553586,4198400
2144233,4198400
1560687,4198400
271910,4198400
2735868,4198400
1559458,4198400
2371277,4198400
248202,4198400
954944,5836800
877234,4198400
1959519,4198400
1489790,4198400
139745,4198400
850142,4198400
1553151,4198400
156108,268439552
638854,4198400
1657791,4198400
1200337,4198400
127843,4198400
2268711,4198400
136321,4198400
488207,268439552
2737187,4198400
1639947,4198400
1505694,4198400
505135,268439552
1798415,4198400
2801430,4198400
175148,268439552
1553375,4198400
794498,4198400
122343,4198400
132086,4198400
2206468,4198400
126325,4198400
136012,1833111552
2613345,4198400
152595,268439552
791058,4198400
1771710,4198400
1505548,4198400
1491950,4198400
681700,4198400
905005,4198400
3116863,4198400
230861,4198400
224290,1188696064
225835,4198400
201191,4198400
177322,268439552
248135,16777216
140663,4198400
129760,4198400
1560729,4198400
1560694,4198400
367232,4198400
224393,4198400
1554010,4198400
1959913,4198400
1559084,4198400
125003,4198400
309501,402657280
118648,4198400
1790803,4198400
398545,268435456
1790102,4198400
1563842,4198400
1553282,4198400
498545,268439552
1560638,4198400
486037,268439552
1746287,4198400
251058,4198400
498159,268439552
2074600,4198400
1604026,4198400
284531,268439552
1552688,4198400
188750,4198400
1628350,4198400
253875,1733103616
2223389,4198400
247668,1645219840
1560701,4198400
267428,4198400
158897,268439552
636666,4198400
224870,4198400
1559337,4198400
258995,268439552
490333,1713639424
197870,4198400
233198,268439552
123637,4198400
211906,4198400
2139749,4198400
2736274,4198400
241746,1811152896
2556565,4198400
794677,4198400
433659,4198400
1640009,4198400
139214,268439552
223115,4198400
489056,268439552
1492000,4198400
1558927,4198400
1639753,4198400
1563697,4198400
1639717,4198400
1725004,4198400
1121393,4198400
1558208,4198400
2735233,4198400
1560561,4198400
1074740,4198400
251720,4198400
1558640,4198400
1560388,4198400
274094,268439552
1561633,4198400
218079,4198400
136214,4198400
1758150,4198400
214716,4198400
139497,4198400
1140127,4198400
1639719,4198400
1203808,4198400
493051,268439552
1556717,4198400
1557381,4198400
2736980,4198400
1505466,4198400
175352,4198400
2735242,4198400
1558218,4198400
137894,4198400
973990,4198400
2205995,4198400
2971154,4198400
139888,268439552
525402,4198400
294875,268439552
251558,1831342080
160080,4198400
1552718,4198400
125522,4198400
224114,4198400
1764819,4198400
493215,2083786752
1743372,4198400
1974846,4198400
220592,4198400
1785572,4198400
221521,4198400
2099750,4198400
1559029,4198400
2152705,4198400
1558187,4198400
209627,268439552
1505723,4198400
1491805,4198400
151476,4198400
113751,4198400
1722777,4198400
1651926,4198400
1559259,4198400
238938,4198400
1092415,4198400
249577,4198400
1559280,4198400
2363763,4198400
94694,5312512
1492330,4198400
1560785,4198400
1560621,4198400
1090319,4198400
2144492,4198400
1769292,4198400
207422,184553472
122303,4198400
1489693,4198400
786479,4198400
1492216,4198400
1556284,4198400
1786060,4198400
691301,4198400
126894,4198400
138668,4096
190016,4198400
1553401,4198400
217102,4198400
1559147,4198400
229144,268435456
123020,4198400
157794,268439552
2736692,4198400
206172,268439552
1561033,4198400
2218618,4198400
1558453,4198400
2735952,4198400
2199963,4198400
260823,4198400
160828,268439552
159161,4198400
353036,4198400
1492644,4198400
194994,1736708096
1558602,4198400
2391408,4198400
135429,4198400
199646,268439552
161985,4198400
1556225,4198400
1106543,4198400
683814,268439552
1491585,4198400
762689,4198400
1560677,4198400
1560900,4198400
141693,1831997440
344003,4198400
2220170,4198400
152340,184553472
1560677,4198400
208031,268439552
1040704,4198400
1561654,4198400
1559282,4198400
1561047,4198400
1968137,4198400
1492029,4198400
544560,4198400
217689,4198400
2735526,4198400
1569962,4198400
1560961,4198400
1558254,4198400
222922,4198400
698955,4198400
139645,4198400
1559148,4198400
1120399,4198400
1489890,4198400
1639892,4198400
1699002,4198400
136862,4198400
671308,4198400
170597,1626804224
1491792,4198400
98689,4198400
501797,268439552
139433,4198400
165503,1898713088
1693004,4198400
124794,4198400
204468,4198400
678375,268439552
1558347,4198400
1098972,4198400
1505436,4198400
2062817,4198400
144755,268439552
507808,4198400
1558345,4198400
1698576,4198400
1682193,4198400
2737047,4198400
1557018,4198400
73671,4198400
220631,4198400
1619903,4198400
1560979,4198400
2060975,4198400
174920,268439552
142665,4198400
1559681,4198400
2736045,4198400
1343845,4198400
164324,4198400
216261,4198400
794477,4198400
1977139,4198400
1505383,4198400
177773,1833766912
155761,4198400
132229,4198400
265039,16781312
133226,4198400
1556653,4198400
59717,268439552
1639463,4198400
121969,4198400
2092897,4198400
1553379,4198400
852084,4198400
1558121,4198400
152346,1505038336
679074,4198400
